Title: test opamp tran
Date: Sat Dec 13 00:41:40  2025
Command: ngspice-45.2, Build 
Plotname: Transient Analysis
Flags: real
No. Variables: 3
No. Points: 468
Variables:
	0	time	time
	1	v(vout3)	voltage
	2	v(visr)	voltage
Values:
 0	0.000000000000000e+00
	2.998473020699461e-01
	3.000000000000000e-01

 1	1.000000000000000e-08
	2.998473020699449e-01
	3.000000000000000e-01

 2	2.000000000000000e-08
	2.998473020699426e-01
	3.000000000000000e-01

 3	4.000000000000000e-08
	2.998473020699458e-01
	3.000000000000000e-01

 4	8.000000000000000e-08
	2.998473020699660e-01
	3.000000000000000e-01

 5	1.600000000000000e-07
	2.998473020700140e-01
	3.000000000000000e-01

 6	3.200000000000000e-07
	2.998473020700431e-01
	3.000000000000000e-01

 7	6.400000000000000e-07
	2.998473020699977e-01
	3.000000000000000e-01

 8	1.000000000000000e-06
	2.998473020700561e-01
	3.000000000000000e-01

 9	1.000000100000000e-06
	2.998639315644659e-01
	3.199999999878466e-01

 10	1.000000300000000e-06
	2.998970686840876e-01
	3.600000000058914e-01

 11	1.000000700000000e-06
	2.999626612973756e-01
	4.399999999996294e-01

 12	1.000001000000000e-06
	3.000106298664066e-01
	5.000000000000000e-01

 13	1.000001080000000e-06
	3.000107656986432e-01
	5.000000000000000e-01

 14	1.000001240000000e-06
	3.000109010920417e-01
	5.000000000000000e-01

 15	1.000001560000000e-06
	3.000108525757440e-01
	5.000000000000000e-01

 16	1.000002200000000e-06
	3.000108864768418e-01
	5.000000000000000e-01

 17	1.000003480000000e-06
	3.000108679817263e-01
	5.000000000000000e-01

 18	1.000006040000000e-06
	3.000109004779454e-01
	5.000000000000000e-01

 19	1.000011160000000e-06
	3.000108965123572e-01
	5.000000000000000e-01

 20	1.000021400000001e-06
	3.000109274117911e-01
	5.000000000000000e-01

 21	1.000041880000001e-06
	3.000108465578066e-01
	5.000000000000000e-01

 22	1.000082840000002e-06
	3.000104267124692e-01
	5.000000000000000e-01

 23	1.000164760000004e-06
	3.000084152546413e-01
	5.000000000000000e-01

 24	1.000328600000009e-06
	3.000011302960010e-01
	5.000000000000000e-01

 25	1.000656280000018e-06
	2.999809129869581e-01
	5.000000000000000e-01

 26	1.001311640000036e-06
	2.999582019288560e-01
	5.000000000000000e-01

 27	1.002622360000072e-06
	3.000951004898711e-01
	5.000000000000000e-01

 28	1.005243800000145e-06
	3.010025507223893e-01
	5.000000000000000e-01

 29	1.010486680000290e-06
	3.039680821492516e-01
	5.000000000000000e-01

 30	1.020972440000579e-06
	3.112613046421388e-01
	5.000000000000000e-01

 31	1.039368219037834e-06
	3.254572524673411e-01
	5.000000000000000e-01

 32	1.075129725323477e-06
	3.540241370126146e-01
	5.000000000000000e-01

 33	1.146652737894761e-06
	4.036342223637241e-01
	5.000000000000000e-01

 34	1.280656247112880e-06
	4.600179141271498e-01
	5.000000000000000e-01

 35	1.477532109831198e-06
	4.915036477444493e-01
	5.000000000000000e-01

 36	1.769932243584077e-06
	5.018265985140493e-01
	5.000000000000000e-01

 37	2.088322563790262e-06
	4.992280435365434e-01
	5.000000000000000e-01

 38	2.502214492581721e-06
	4.999326590755365e-01
	5.000000000000000e-01

 39	3.329998350164637e-06
	4.999151741971021e-01
	5.000000000000000e-01

 40	4.329998350164637e-06
	4.996763516398211e-01
	5.000000000000000e-01

 41	5.329998350164637e-06
	5.000741579697361e-01
	5.000000000000000e-01

 42	6.329998350164637e-06
	4.995691621037932e-01
	5.000000000000000e-01

 43	7.329998350164636e-06
	5.001379716461613e-01
	5.000000000000000e-01

 44	8.329998350164636e-06
	4.995395913425209e-01
	5.000000000000000e-01

 45	9.329998350164637e-06
	5.001407147305486e-01
	5.000000000000000e-01

 46	1.032999835016464e-05
	4.995562904555979e-01
	5.000000000000000e-01

 47	1.132999835016464e-05
	5.001098042126814e-01
	5.000000000000000e-01

 48	1.232999835016464e-05
	4.995960477740068e-01
	5.000000000000000e-01

 49	1.332999835016464e-05
	5.000645447142827e-01
	5.000000000000000e-01

 50	1.432999835016464e-05
	4.996431943441866e-01
	5.000000000000000e-01

 51	1.532999835016464e-05
	5.000173599080064e-01
	5.000000000000000e-01

 52	1.632999835016464e-05
	4.996882017204962e-01
	5.000000000000000e-01

 53	1.732999835016464e-05
	4.999752890287301e-01
	5.000000000000000e-01

 54	1.832999835016464e-05
	4.997261564403614e-01
	5.000000000000000e-01

 55	1.932999835016464e-05
	4.999414908608453e-01
	5.000000000000000e-01

 56	2.032999835016464e-05
	4.997553251007121e-01
	5.000000000000000e-01

 57	2.132999835016464e-05
	4.999165775556970e-01
	5.000000000000000e-01

 58	2.232999835016464e-05
	4.997759467550197e-01
	5.000000000000000e-01

 59	2.332999835016464e-05
	4.998996850556877e-01
	5.000000000000000e-01

 60	2.432999835016464e-05
	4.997893073810432e-01
	5.000000000000000e-01

 61	2.532999835016464e-05
	4.998892578761559e-01
	5.000000000000000e-01

 62	2.632999835016465e-05
	4.997970920373042e-01
	5.000000000000000e-01

 63	2.732999835016465e-05
	4.998835723104400e-01
	5.000000000000000e-01

 64	2.832999835016465e-05
	4.998009761280224e-01
	5.000000000000000e-01

 65	2.932999835016465e-05
	4.998810458179012e-01
	5.000000000000000e-01

 66	3.032999835016465e-05
	4.998024027956950e-01
	5.000000000000000e-01

 67	3.132999835016465e-05
	4.998803874393093e-01
	5.000000000000000e-01

 68	3.232999835016465e-05
	4.998024923954494e-01
	5.000000000000000e-01

 69	3.332999835016464e-05
	4.998806407428542e-01
	5.000000000000000e-01

 70	3.432999835016464e-05
	4.998020366040450e-01
	5.000000000000000e-01

 71	3.532999835016464e-05
	4.998811620629637e-01
	5.000000000000000e-01

 72	3.632999835016463e-05
	4.998015397090518e-01
	5.000000000000000e-01

 73	3.732999835016463e-05
	4.998815662304658e-01
	5.000000000000000e-01

 74	3.832999835016463e-05
	4.998012801596611e-01
	5.000000000000000e-01

 75	3.932999835016463e-05
	4.998816618426475e-01
	5.000000000000000e-01

 76	4.032999835016462e-05
	4.998013748808351e-01
	5.000000000000000e-01

 77	4.132999835016462e-05
	4.998813895717042e-01
	5.000000000000000e-01

 78	4.232999835016462e-05
	4.998018363866095e-01
	5.000000000000000e-01

 79	4.332999835016461e-05
	4.998807704943581e-01
	5.000000000000000e-01

 80	4.432999835016461e-05
	4.998026182104747e-01
	5.000000000000000e-01

 81	4.532999835016461e-05
	4.998798669086783e-01
	5.000000000000000e-01

 82	4.632999835016461e-05
	4.998036477814802e-01
	5.000000000000000e-01

 83	4.732999835016460e-05
	4.998787552959713e-01
	5.000000000000000e-01

 84	4.832999835016460e-05
	4.998048479712289e-01
	5.000000000000000e-01

 85	4.932999835016460e-05
	4.998775095940192e-01
	5.000000000000000e-01

 86	5.032999835016459e-05
	4.998061495192779e-01
	5.000000000000000e-01

 87	5.132999835016459e-05
	4.998761923796686e-01
	5.000000000000000e-01

 88	5.232999835016459e-05
	4.998074967819546e-01
	5.000000000000000e-01

 89	5.332999835016459e-05
	4.998748515741358e-01
	5.000000000000000e-01

 90	5.432999835016458e-05
	4.998088490484297e-01
	5.000000000000000e-01

 91	5.532999835016458e-05
	4.998735206159737e-01
	5.000000000000000e-01

 92	5.632999835016458e-05
	4.998101792529223e-01
	5.000000000000000e-01

 93	5.732999835016458e-05
	4.998722205073495e-01
	5.000000000000000e-01

 94	5.832999835016457e-05
	4.998114714364670e-01
	5.000000000000000e-01

 95	5.932999835016457e-05
	4.998709626075593e-01
	5.000000000000000e-01

 96	6.032999835016457e-05
	4.998127178684417e-01
	5.000000000000000e-01

 97	6.132999835016456e-05
	4.998697514564600e-01
	5.000000000000000e-01

 98	6.232999835016456e-05
	4.998139163712560e-01
	5.000000000000000e-01

 99	6.332999835016456e-05
	4.998685872320823e-01
	5.000000000000000e-01

 100	6.432999835016456e-05
	4.998150681180169e-01
	5.000000000000000e-01

 101	6.532999835016455e-05
	4.998674676751999e-01
	5.000000000000000e-01

 102	6.632999835016455e-05
	4.998161759862392e-01
	5.000000000000000e-01

 103	6.732999835016455e-05
	4.998663894626368e-01
	5.000000000000000e-01

 104	6.832999835016454e-05
	4.998172434375857e-01
	5.000000000000000e-01

 105	6.932999835016454e-05
	4.998653490934791e-01
	5.000000000000000e-01

 106	7.032999835016454e-05
	4.998182738357703e-01
	5.000000000000000e-01

 107	7.132999835016454e-05
	4.998643433901148e-01
	5.000000000000000e-01

 108	7.232999835016453e-05
	4.998192700951605e-01
	5.000000000000000e-01

 109	7.332999835016453e-05
	4.998633697216244e-01
	5.000000000000000e-01

 110	7.432999835016453e-05
	4.998202345566198e-01
	5.000000000000000e-01

 111	7.532999835016452e-05
	4.998624260460558e-01
	5.000000000000000e-01

 112	7.632999835016452e-05
	4.998211690030667e-01
	5.000000000000000e-01

 113	7.732999835016452e-05
	4.998615108493906e-01
	5.000000000000000e-01

 114	7.832999835016452e-05
	4.998205109136306e-01
	5.000000000000000e-01

 115	7.932999835016451e-05
	4.998575199288703e-01
	5.000000000000000e-01

 116	8.032999835016451e-05
	4.998206149489784e-01
	5.000000000000000e-01

 117	8.132999835016451e-05
	4.998567846880859e-01
	5.000000000000000e-01

 118	8.232999835016451e-05
	4.998211740663178e-01
	5.000000000000000e-01

 119	8.332999835016450e-05
	4.998560713550806e-01
	5.000000000000000e-01

 120	8.432999835016450e-05
	4.998219072446243e-01
	5.000000000000000e-01

 121	8.532999835016450e-05
	4.998552982801117e-01
